Collections Similarity Summary (Weighted by Average Confidence)
======================================================================================================================================================
Total Collections Summarized: 1105

Collection Name                Avg Similarity       Total Confidence   High (>=0.90) Weight (%)       Medium (0.70-0.89) Weight (%)  Low (0.50-0.69) Weight (%)     Very Low (<0.50) Weight (%)   
fresnobee-2023                 0.7763               763.2099           0.48                           87.47                          9.45                           2.59                          
startelegram-2023              0.7756               785.1918           0.42                           86.53                          9.37                           3.67                          
thenewstribune-2023            0.7756               747.3026           0.00                           86.10                          9.74                           4.16                          
thetriibe-2023                 0.7754               177.6164           19.17                          52.46                          13.84                          14.53                         
oronline-2023                  0.7753               1216.8296          48.81                          21.37                          5.84                           23.97                         
jconline-2023                  0.7753               275.9419           34.40                          48.47                          3.94                           13.19                         
bradentonherald-2023           0.7752               648.1322           1.09                           86.79                          6.84                           5.28                          
washtimes-2023                 0.7739               1219.6635          26.44                          54.03                          10.41                          9.12                          
sunherald-2023                 0.7737               709.8848           0.00                           86.59                          9.39                           4.02                          
pajaropolitico-2023            0.7737               516.4708           10.54                          72.62                          11.92                          4.92                          
repubblica-2023                0.7733               4453.0203          20.67                          57.66                          13.11                          8.55                          
spacedotcom-2023               0.7733               381.9398           50.33                          17.00                          11.22                          21.46                         
voiceofoc-2023                 0.7729               565.2107           48.21                          24.75                          2.26                           24.79                         
rhherald-2023                  0.7723               729.8019           1.48                           87.38                          6.31                           4.83                          
la_ser-2023                    0.7720               823.4064           48.34                          19.01                          13.76                          18.90                         
ottawacitizen-2023             0.7719               305.4389           26.30                          44.64                          19.71                          9.34                          
theeconomist-2023              0.7718               893.2348           49.06                          7.94                           28.58                          14.42                         
thestate-2023                  0.7716               588.2594           3.11                           83.00                          8.94                           4.95                          
folha-2023                     0.7715               1198.2687          41.14                          31.11                          8.24                           19.51                         
tcpalm-2023                    0.7715               414.4100           21.26                          65.35                          4.45                           8.94                          
calmatters-2023                0.7715               1424.8172          17.21                          62.99                          4.74                           15.07                         
tricityherald-2023             0.7712               682.2044           0.00                           85.46                          11.33                          3.21                          
wsav-2023                      0.7712               1209.7354          20.68                          52.88                          18.43                          8.01                          
mailandguardian-2023           0.7705               1263.7109          43.27                          25.94                          8.61                           22.19                         
islandpacket-2023              0.7703               821.7187           4.03                           81.11                          7.73                           7.14                          
cprnews-2023                   0.7700               239.2578           2.50                           79.17                          18.33                          0.00                          
lavanguardia-2023              0.7699               1363.7625          14.59                          63.32                          16.12                          5.97                          
theolympian-2023               0.7696               750.2545           0.00                           86.80                          9.63                           3.57                          
kcstar-2023                    0.7695               820.2737           3.25                           82.88                          7.54                           6.33                          
fivethirtyeight-2023           0.7692               275.7462           35.69                          31.41                          21.34                          11.56                         
statnews-2023                  0.7688               361.2382           24.65                          46.79                          17.26                          11.30                         
kark4news-2023                 0.7681               1130.3140          9.75                           72.15                          13.09                          5.01                          
cityjournal-2023               0.7679               91.2890            50.17                          23.02                          0.00                           26.80                         
source_nm-2023                 0.7678               342.8281           0.00                           85.53                          14.47                          0.00                          
sz-2023                        0.7676               1662.3824          39.55                          30.66                          12.12                          17.67                         
bellevillenewsd-2023           0.7675               734.3116           1.16                           86.52                          9.64                           2.67                          
kxan_news-2023                 0.7674               1313.9184          11.64                          70.07                          11.49                          6.81                          
slotribune-2023                0.7668               721.0304           0.49                           84.82                          10.55                          4.14                          
kansasdotcom-2023              0.7660               675.3840           0.27                           85.41                          8.48                           5.84                          
bellingcat-2023                0.7658               383.3668           19.90                          56.35                          6.66                           17.10                         
alternet-2023                  0.7657               494.2212           45.55                          23.92                          3.69                           26.83                         
bhamherald-2023                0.7657               672.5014           0.00                           83.85                          10.09                          6.06                          
shillsalmanac-2023             0.7655               499.1462           25.52                          48.26                          14.88                          11.34                         
proceso-2023                   0.7654               795.2927           9.75                           68.87                          16.75                          4.64                          
ksnnews-2023                   0.7636               1257.5840          19.40                          57.52                          14.56                          8.52                          
el_universal_mx-2023           0.7633               1924.7555          41.90                          21.63                          19.11                          17.36                         
ny1-2023                       0.7631               497.9654           15.54                          60.92                          15.78                          7.76                          
jornaldobrasil-2023            0.7629               850.8059           44.86                          24.46                          13.35                          17.32                         
jezebel-2023                   0.7628               544.1918           11.96                          68.19                          7.47                           12.38                         
theobserver-2023               0.7624               761.3105           1.01                           84.76                          8.63                           5.60                          
modbee-2023                    0.7616               718.4647           0.09                           87.93                          7.04                           4.94                          
objectivejrn-2023              0.7612               190.4521           50.02                          14.07                          7.15                           28.76                         
milenio-2023                   0.7602               1272.2446          25.26                          46.59                          14.11                          14.04                         
dagbladet-2023                 0.7600               1187.9110          44.17                          19.78                          18.80                          17.25                         
uhmallorca-2023                0.7597               1967.9741          21.28                          52.08                          14.17                          12.47                         
gfherald-2023                  0.7595               622.2123           36.29                          31.42                          14.36                          17.93                         
foxsports-2023                 0.7595               251.4607           35.27                          37.99                          3.77                           22.96                         
mediaite-2023                  0.7591               878.4582           46.36                          19.40                          10.96                          23.27                         
dailypenn-2023                 0.7581               369.0037           16.64                          64.36                          5.95                           13.05                         
wrblnews3-2023                 0.7574               1324.5866          21.27                          53.26                          12.21                          13.26                         
gtimes-2023                    0.7571               1836.1923          23.22                          46.25                          14.63                          15.90                         
tprnews-2023                   0.7567               281.3255           9.75                           67.79                          14.31                          8.15                          
forbes-2023                    0.7567               763.6746           12.16                          62.03                          19.74                          6.07                          
calgaryherald-2023             0.7550               316.9302           28.29                          38.19                          19.92                          13.60                         
kyivindependent-2023           0.7549               825.6516           36.34                          34.62                          2.47                           26.58                         
theherald_sun-2023             0.7547               658.7624           0.00                           83.54                          10.95                          5.51                          
fox29philly-2023               0.7544               463.4574           33.03                          38.96                          6.32                           21.69                         
denverite-2023                 0.7544               509.1013           44.73                          5.81                           33.26                          16.19                         
eltiempo-2023                  0.7541               1581.6591          17.20                          47.76                          26.04                          8.99                          
vulture-2023                   0.7533               981.9404           52.73                          7.46                           12.68                          27.12                         
thesunnews-2023                0.7526               750.2859           0.00                           80.72                          11.86                          7.42                          
delawaretoday-2023             0.7526               371.3298           45.42                          13.74                          8.81                           32.03                         
publicintegrity-2023           0.7524               427.2879           48.22                          14.22                          8.62                           28.94                         
kcautv-2023                    0.7488               1271.4370          8.50                           69.98                          11.23                          10.29                         
perfilcom-2023                 0.7484               2323.4039          44.72                          17.43                          12.25                          25.59                         
wncn-2023                      0.7484               1215.0351          20.04                          49.08                          20.65                          10.22                         
voguemagazine-2023             0.7484               488.7841           2.12                           76.47                          9.21                           12.21                         
em_com-2023                    0.7480               2160.9028          9.49                           72.68                          8.77                           9.06                          
elnuevoherald-2023             0.7455               677.0274           3.13                           75.29                          15.00                          6.58                          
thedailybeast-2023             0.7444               578.3803           2.50                           75.81                          13.28                          8.41                          
aspendailynews-2023            0.7430               1144.8936          50.91                          9.76                           8.66                           30.68                         
techreview-2023                0.7426               277.3626           39.10                          27.04                          9.55                           24.32                         
wgnnews-2023                   0.7422               1501.9161          18.17                          50.63                          18.18                          13.02                         
lavozdegalicia-2023            0.7417               1935.5111          24.80                          41.19                          14.99                          19.03                         
unichicago-2023                0.7404               855.4896           18.63                          49.68                          13.65                          18.04                         
lastampa-2023                  0.7404               3034.3584          21.63                          45.51                          14.98                          17.89                         
buzzfeednews-2023              0.7400               851.5402           41.40                          13.18                          23.75                          21.67                         
portlandmercury-2023           0.7391               502.2105           23.10                          36.70                          23.28                          16.93                         
marshallproj-2023              0.7388               1606.3975          4.82                           68.57                          10.33                          16.29                         
restofworld-2023               0.7386               773.1282           43.98                          11.78                          22.30                          21.93                         
knockdotla-2023                0.7384               193.8715           34.03                          31.37                          15.46                          19.14                         
quillette-2023                 0.7383               227.8686           27.13                          44.67                          5.81                           22.39                         
mdr_san-2023                   0.7374               679.9809           19.94                          53.02                          11.71                          15.33                         
khonnews-2023                  0.7373               1482.6875          13.28                          58.87                          13.73                          14.12                         
btno-2023                      0.7372               1356.2729          42.57                          26.01                          5.18                           26.24                         
minnpost-2023                  0.7371               477.5019           28.40                          39.20                          10.61                          21.79                         
opensecretsdc-2023             0.7350               146.5274           36.81                          32.68                          13.66                          16.85                         
reviewjournal-2023             0.7350               750.8189           51.73                          7.88                           5.63                           34.75                         
bulwarkonline-2023             0.7340               352.6453           7.50                           57.22                          21.13                          14.16                         
thegrio-2023                   0.7331               241.9785           9.83                           61.01                          16.18                          12.97                         
politico-2023                  0.7330               853.9748           25.13                          44.14                          11.65                          19.07                         
tiftongazette1-2023            0.7328               947.1201           55.13                          5.23                           3.02                           36.62                         
windowscentral-2023            0.7326               674.2581           28.30                          28.87                          28.78                          14.06                         
fox5ny-2023                    0.7309               659.5999           14.47                          53.06                          13.40                          19.08                         
voxdotcom-2023                 0.7304               1324.5098          8.45                           57.53                          24.19                          9.82                          
arizcir-2023                   0.7298               529.0781           17.91                          59.51                          2.75                           19.83                         
deadspin-2023                  0.7290               710.8456           10.73                          58.78                          14.63                          15.86                         
hartfordcourant-2023           0.7285               133.4048           36.19                          22.56                          10.58                          30.67                         
mcclatchydc-2023               0.7277               382.5115           0.00                           76.63                          9.30                           14.07                         
beaufortgazette-2023           0.7271               410.7804           0.81                           83.15                          4.40                           11.64                         
venturebeat-2023               0.7270               536.7536           12.00                          49.75                          33.40                          4.86                          
chequeado-2023                 0.7268               418.9106           21.73                          51.57                          2.49                           24.22                         
pagesix-2023                   0.7267               753.0034           46.16                          6.64                           14.19                          33.01                         
verticalmag-2023               0.7263               546.2643           54.53                          8.31                           0.72                           36.44                         
irishcathnews-2023             0.7263               542.0728           34.30                          32.83                          2.52                           30.35                         
thepublicsource-2023           0.7257               69.2703            18.22                          56.24                          0.00                           25.53                         
theatlantic-2023               0.7249               871.8070           20.23                          42.64                          23.46                          13.66                         
foxla-2023                     0.7245               712.1377           16.66                          50.72                          11.48                          21.14                         
dn_no-2023                     0.7236               1023.7112          9.07                           56.42                          22.52                          11.99                         
billy_penn-2023                0.7236               455.8789           32.41                          16.29                          42.27                          9.03                          
bleacherreport-2023            0.7233               195.2748           34.76                          23.84                          21.10                          20.30                         
lewistontribune-2023           0.7224               824.5531           51.76                          5.78                           8.44                           34.01                         
weatherchannel-2023            0.7214               405.2695           52.43                          7.60                           4.66                           35.31                         
taskandpurpose-2023            0.7214               526.1660           22.08                          35.24                          18.83                          23.85                         
appalachia100-2023             0.7208               721.2388           8.93                           62.18                          11.75                          17.14                         
claytoncrescent-2023           0.7203               1150.9165          6.44                           70.15                          10.68                          12.72                         
prisonjourn-2023               0.7199               347.8389           15.78                          52.77                          20.96                          10.49                         
komunews-2023                  0.7195               496.9360           52.29                          1.03                           16.15                          30.53                         
rollingstone-2023              0.7191               694.7556           33.49                          24.93                          16.45                          25.12                         
codaily-2023                   0.7176               344.2158           40.21                          18.23                          16.60                          24.95                         
neheadlines-2023               0.7172               864.9490           49.04                          5.12                           11.99                          33.85                         
michigandaily-2023             0.7172               467.4760           13.68                          48.34                          29.11                          8.87                          
badger_project_-2023           0.7167               567.7699           21.09                          43.32                          14.81                          20.78                         
aviationweek-2023              0.7152               704.2559           37.99                          24.20                          4.45                           33.36                         
fox5atlanta-2023               0.7150               671.3051           17.50                          47.61                          10.31                          24.58                         
reuters-2023                   0.7146               650.5328           11.28                          58.90                          10.76                          19.05                         
infoamazoniabr-2023            0.7130               520.0875           29.00                          36.65                          5.22                           29.13                         
flatwaterfreep-2023            0.7126               152.9772           0.00                           68.54                          7.94                           23.52                         
newstatesman-2023              0.7117               978.6588           1.79                           63.98                          22.35                          11.87                         
elmundoes-2023                 0.7111               1541.4018          16.64                          46.36                          13.98                          23.02                         
libe-2023                      0.7105               1568.3398          2.09                           68.60                          14.36                          14.95                         
nationalpost-2023              0.7101               529.9381           20.83                          38.77                          20.47                          19.94                         
fla_pol-2023                   0.7095               1424.6220          32.44                          13.45                          38.49                          15.62                         
theblock__-2023                0.7092               300.2752           1.61                           69.03                          14.79                          14.58                         
spectator-2023                 0.7089               648.3277           0.93                           65.17                          20.59                          13.32                         
themendovoice-2023             0.7086               590.6127           6.29                           58.67                          13.78                          21.26                         
freebeacon-2023                0.7084               236.0360           27.75                          35.50                          18.38                          18.37                         
bgdailynews-2023               0.7079               904.0194           45.96                          7.45                           14.10                          32.50                         
thesanews-2023                 0.7077               1168.1328          1.85                           61.62                          20.04                          16.50                         
uninoticias-2023               0.7076               697.8805           9.25                           51.38                          19.80                          19.56                         
lookoutscruz-2023              0.7066               176.8761           16.77                          33.82                          41.87                          7.54                          
ottumwacourier-2023            0.7059               1042.9968          44.78                          14.72                          6.53                           33.97                         
jacobin-2023                   0.7050               513.0598           57.91                          3.18                           0.17                           38.74                         
wbez-2023                      0.7045               529.1486           47.85                          3.75                           8.81                           39.59                         
natgeo-2023                    0.7045               370.3464           24.43                          45.88                          1.19                           28.50                         
dailyyonder-2023               0.7044               626.5444           13.23                          56.09                          4.92                           25.76                         
vermontpublic-2023             0.7043               200.2042           13.47                          55.23                          10.91                          20.39                         
the_ccij-2023                  0.7035               466.8468           19.73                          42.11                          7.68                           30.47                         
citylimitsnews-2023            0.7033               463.3389           27.65                          31.38                          16.27                          24.70                         
newshour-2023                  0.7031               689.7823           25.59                          27.66                          24.40                          22.34                         
theroot-2023                   0.7029               665.5452           4.87                           58.59                          20.82                          15.71                         
lemondefr-2023                 0.7024               2604.0225          17.76                          39.84                          21.75                          20.65                         
jacksonholenews-2023           0.7021               964.5704           46.65                          8.68                           7.64                           37.03                         
occrp-2023                     0.7016               280.2111           34.63                          14.86                          28.10                          22.40                         
oaklandside-2023               0.7006               665.9937           7.89                           59.27                          11.30                          21.53                         
dcexaminer-2023                0.7005               606.7735           7.91                           55.77                          15.99                          20.33                         
avlwatchdog-2023               0.7004               465.2171           0.00                           73.74                          15.37                          10.89                         
observatorio-2023              0.6991               598.0060           8.52                           62.17                          7.35                           21.96                         
eater-2023                     0.6979               849.4068           4.60                           48.72                          39.71                          6.97                          
andscape-2023                  0.6968               166.2329           27.10                          28.86                          22.54                          21.51                         
dailytarheel-2023              0.6962               318.1503           10.79                          58.06                          5.74                           25.41                         
scotusblog-2023                0.6932               415.6987           11.99                          56.27                          6.95                           24.79                         
capgaznews-2023                0.6925               124.3458           34.31                          20.67                          6.11                           38.90                         
reason-2023                    0.6901               721.4918           37.44                          11.58                          18.37                          32.62                         
comissourian-2023              0.6897               740.8115           32.79                          8.27                           34.65                          24.29                         
thetorontosun-2023             0.6896               543.7536           10.43                          39.52                          34.16                          15.89                         
theappeal-2023                 0.6892               716.9637           19.53                          40.97                          0.66                           38.84                         
atlblog-2023                   0.6891               557.3057           30.17                          20.86                          25.31                          23.66                         
mailonline-2023                0.6879               9892.0633          47.78                          2.51                           5.37                           44.34                         
theaspentimes-2023             0.6875               193.8111           0.00                           67.95                          18.61                          13.44                         
sinow-2023                     0.6869               429.2551           20.09                          36.23                          22.58                          21.09                         
yaledailynews-2023             0.6860               114.5537           33.31                          24.27                          12.89                          29.53                         
hellgateny-2023                0.6850               352.9215           37.09                          5.02                           20.43                          37.46                         
foreignpolicy-2023             0.6843               1025.4479          19.09                          37.65                          17.25                          26.01                         
berkshireeagle-2023            0.6842               1172.8868          33.48                          16.51                          16.71                          33.30                         
arktimes-2023                  0.6840               1015.3074          45.63                          8.65                           3.89                           41.83                         
kcdefender-2023                0.6837               213.9517           36.01                          16.34                          10.06                          37.59                         
timesenterprise-2023           0.6819               1044.5717          44.22                          7.60                           4.91                           43.27                         
agenciabrasil-2023             0.6807               475.8932           47.35                          5.69                           5.90                           41.05                         
elpasomatters-2023             0.6802               545.4637           2.56                           60.85                          11.92                          24.67                         
dnyuzcom-2023                  0.6791               406.2354           19.14                          36.31                          11.58                          32.97                         
deseret-2023                   0.6788               561.7752           3.93                           57.85                          22.97                          15.26                         
defectormedia-2023             0.6787               316.7219           43.56                          6.64                           1.61                           48.19                         
ctmirror-2023                  0.6786               569.5724           5.64                           57.76                          12.35                          24.25                         
espn-2023                      0.6785               762.2475           40.73                          7.72                           12.25                          39.29                         
thedepaulia-2023               0.6771               418.4593           5.92                           41.67                          37.15                          15.26                         
ur_ninja-2023                  0.6765               265.1488           0.00                           70.02                          13.13                          16.86                         
npr-2023                       0.6755               446.2468           18.21                          22.51                          43.19                          16.10                         
thecut-2023                    0.6752               968.5252           32.06                          19.05                          13.70                          35.18                         
flintbeat-2023                 0.6752               751.3823           14.23                          52.89                          5.09                           27.80                         
bcn_foundation-2023            0.6748               1527.9808          0.63                           56.63                          36.74                          6.00                          
grist-2023                     0.6736               782.8145           9.37                           50.00                          16.22                          24.41                         
verge-2023                     0.6729               1227.6875          7.88                           53.01                          9.61                           29.50                         
coindesk-2023                  0.6714               958.5081           23.17                          29.49                          14.82                          32.51                         
decisiondeskhq-2023            0.6712               172.1483           0.00                           73.41                          0.00                           26.59                         
documentedny-2023              0.6678               573.2306           0.00                           41.44                          41.27                          17.28                         
yahoonews-2023                 0.6671               458.6197           44.91                          11.51                          3.02                           40.56                         
thevdt-2023                    0.6671               1192.7307          35.49                          14.45                          11.43                          38.64                         
bleepincomputer-2023           0.6667               746.9350           46.63                          4.77                           1.32                           47.27                         
niemanlab-2023                 0.6660               272.3834           44.00                          2.23                           10.89                          42.88                         
deadline-2023                  0.6653               948.0403           41.26                          11.50                          2.17                           45.07                         
kvpr-2023                      0.6632               257.2442           22.78                          29.52                          8.89                           38.81                         
texasmonthly-2023              0.6626               757.9749           7.89                           47.96                          17.98                          26.17                         
thehilltimes-2023              0.6624               1113.9380          18.15                          38.19                          10.28                          33.38                         
gothamist-2023                 0.6624               351.5955           33.57                          24.10                          4.08                           38.26                         
eveningstandard-2023           0.6610               1231.3612          4.04                           51.29                          21.91                          22.76                         
thepearlpost-2023              0.6599               701.8780           12.21                          42.37                          18.02                          27.40                         
crikey_news-2023               0.6588               1395.5323          36.07                          14.06                          3.27                           46.61                         
ajenglish-2023                 0.6573               1037.4328          25.44                          12.92                          33.70                          27.94                         
amerindependent-2023           0.6565               287.0256           31.01                          19.73                          6.44                           42.81                         
capitalb_atl-2023              0.6555               17.7392            0.00                           75.00                          0.00                           25.00                         
kpbs-2023                      0.6545               463.7269           21.06                          33.99                          9.74                           35.21                         
mtnstspotlight-2023            0.6533               100.7187           0.00                           49.68                          38.53                          11.79                         
ncronline-2023                 0.6500               682.9548           27.93                          22.18                          6.62                           43.26                         
kut-2023                       0.6497               304.1751           17.17                          24.26                          26.00                          32.57                         
progressoms-2023               0.6490               616.4645           21.33                          25.32                          15.84                          37.51                         
nymag-2023                     0.6479               945.2696           23.61                          17.63                          23.30                          35.46                         
axios-2023                     0.6472               777.6240           38.86                          14.50                          1.71                           44.92                         
ilisolezwe-2023                0.6463               395.6166           6.95                           53.04                          5.36                           34.66                         
eyethunewskzn-2023             0.6441               772.0806           5.91                           51.97                          5.28                           36.85                         
reporte_indigo-2023            0.6440               795.6728           16.33                          28.62                          26.79                          28.26                         
