Collections Similarity Summary (Weighted by Average Confidence)
======================================================================================================================================================
Total Collections Summarized: 1056

Collection Name                Avg Similarity       Total Confidence   High (>=0.90) Weight (%)       Medium (0.70-0.89) Weight (%)  Low (0.50-0.69) Weight (%)     Very Low (<0.50) Weight (%)   
gothamist-2023                 0.6501               338.1957           18.93                          35.36                          10.08                          35.63                         
stevenspointjrl-2023           0.6498               340.5937           13.48                          37.23                          18.25                          31.04                         
mtnstspotlight-2023            0.6492               103.1656           0.00                           49.94                          37.93                          12.13                         
gwinnettdaily-2023             0.6491               1081.4440          1.91                           43.94                          34.66                          19.49                         
amerindependent-2023           0.6488               281.6731           29.59                          16.46                          5.04                           48.90                         
flightglobal-2023              0.6487               368.0684           31.04                          8.73                           27.15                          33.07                         
restofworld-2023               0.6480               749.7315           14.14                          32.86                          23.47                          29.53                         
florida_bulldog-2023           0.6469               55.7538            0.00                           45.34                          29.99                          24.68                         
statnews-2023                  0.6468               358.5314           0.70                           44.65                          43.74                          10.90                         
denverite-2023                 0.6464               451.7756           0.19                           48.26                          21.33                          30.22                         
islandpacket-2023              0.6463               732.4176           0.53                           51.11                          22.97                          25.39                         
dailycamera-2023               0.6462               659.1424           5.22                           42.46                          22.37                          29.95                         
pressherald-2023               0.6460               890.3619           18.39                          29.13                          25.01                          27.48                         
tennessean-2023                0.6457               429.7019           14.12                          34.56                          18.53                          32.79                         
torontostar-2023               0.6453               82.8308            29.30                          13.49                          9.35                           47.86                         
delawaretoday-2023             0.6449               247.4621           26.12                          11.69                          28.74                          33.46                         
claytoncrescent-2023           0.6447               810.9752           20.81                          23.65                          27.04                          28.50                         
ilisolezwe-2023                0.6447               378.5100           4.70                           58.08                          2.86                           34.36                         
lehuffpost-2023                0.6443               718.6758           14.42                          24.35                          32.02                          29.20                         
galvnews-2023                  0.6441               749.3720           16.24                          34.32                          24.05                          25.39                         
newsobserver-2023              0.6440               676.3581           0.26                           52.49                          22.27                          24.98                         
eater-2023                     0.6440               688.7256           5.05                           30.14                          48.09                          16.71                         
elnuevoherald-2023             0.6429               613.9005           2.34                           49.37                          21.57                          26.71                         
wjbf-2023                      0.6426               1068.6771          1.66                           37.64                          42.73                          17.97                         
wncn-2023                      0.6419               1132.1516          4.33                           28.43                          46.37                          20.87                         
thehilltimes-2023              0.6418               1061.3763          12.75                          38.20                          15.38                          33.67                         
wsav-2023                      0.6416               1125.2142          2.05                           38.35                          41.63                          17.97                         
binjreports-2023               0.6411               91.5816            0.00                           45.60                          30.74                          23.66                         
taskandpurpose-2023            0.6409               488.0960           4.44                           38.92                          31.91                          24.73                         
sfchronicle-2023               0.6409               1479.1121          16.43                          21.01                          32.97                          29.59                         
verge-2023                     0.6403               1058.3358          6.35                           45.69                          15.26                          32.70                         
aftenposten-2023               0.6400               732.1520           21.41                          18.57                          24.22                          35.80                         
flintbeat-2023                 0.6394               618.5140           11.34                          48.00                          7.66                           33.00                         
theobserver-2023               0.6392               660.7395           2.47                           49.29                          16.34                          31.90                         
mdjonline-2023                 0.6383               954.8076           0.57                           41.77                          36.09                          21.57                         
expressnews-2023               0.6366               1155.9368          11.27                          29.32                          29.27                          30.14                         
ottawacitizen-2023             0.6363               653.4500           13.28                          32.81                          19.05                          34.86                         
andscape-2023                  0.6348               173.7365           14.24                          33.43                          18.59                          33.75                         
sgfcitizen-2023                0.6338               631.1852           18.45                          31.19                          10.26                          40.10                         
opovo-2023                     0.6329               764.3475           6.34                           36.75                          26.74                          30.17                         
nytimes-2023                   0.6317               1193.1317          21.20                          18.42                          21.09                          39.29                         
nationalpost-2023              0.6317               817.2838           16.06                          31.20                          13.54                          39.20                         
telegraphherald-2023           0.6317               748.5087           4.61                           33.47                          42.60                          19.33                         
ktla-2023                      0.6310               994.7291           4.47                           31.96                          38.69                          24.88                         
spectator-2023                 0.6310               639.2141           0.43                           41.45                          39.25                          18.87                         
wgnnews-2023                   0.6307               1439.8058          1.00                           37.52                          41.38                          20.10                         
foxsports-2023                 0.6304               186.3601           20.75                          20.33                          17.30                          41.62                         
ksnnews-2023                   0.6300               1186.6653          1.60                           33.23                          45.00                          20.17                         
zerohora-2023                  0.6298               876.7948           18.91                          21.15                          21.84                          38.10                         
baltimorebanner-2023           0.6291               1043.5100          20.86                          21.59                          16.90                          40.65                         
iol-2023                       0.6289               546.9430           14.00                          26.93                          24.34                          34.73                         
telegraph-2023                 0.6279               398.8324           0.00                           42.74                          33.99                          23.27                         
verticalmag-2023               0.6278               483.4261           31.84                          13.19                          11.22                          43.75                         
portlandmercury-2023           0.6276               409.0440           10.80                          28.73                          26.09                          34.39                         
frednewspost-2023              0.6276               997.9398           17.32                          20.45                          26.41                          35.82                         
wsj-2023                       0.6270               1241.0370          20.22                          14.84                          28.88                          36.06                         
airlinereporter-2023           0.6269               226.0234           28.34                          16.96                          15.18                          39.52                         
khonnews-2023                  0.6266               1251.0897          3.90                           27.36                          49.40                          19.34                         
kcstar-2023                    0.6254               734.4177           0.27                           50.18                          18.48                          31.07                         
texasmonthly-2023              0.6250               724.4338           4.14                           40.03                          28.15                          27.68                         
csgazette-2023                 0.6249               1163.2111          0.87                           39.85                          34.79                          24.50                         
edsource-2023                  0.6240               239.5995           8.77                           34.46                          25.76                          31.00                         
jessicavalenti-2023            0.6238               359.2110           15.75                          18.61                          45.37                          20.26                         
le_figaro-2023                 0.6233               2104.3236          17.48                          18.77                          27.50                          36.24                         
nymag-2023                     0.6226               921.4127           0.50                           36.22                          40.95                          22.32                         
thesanews-2023                 0.6220               1103.6153          7.72                           29.98                          31.56                          30.74                         
civio-2023                     0.6212               964.7300           24.14                          17.54                          10.79                          47.52                         
thepearlpost-2023              0.6210               679.0489           15.35                          32.88                          6.46                           45.30                         
reforma-2023                   0.6201               659.5024           0.27                           27.41                          53.04                          19.28                         
voicesofbay-2023               0.6200               409.7775           9.17                           21.26                          69.58                          0.00                          
kcautv-2023                    0.6198               1216.8028          3.66                           30.49                          40.67                          25.19                         
libe-2023                      0.6197               1308.4996          5.92                           35.47                          26.55                          32.07                         
conversationus-2023            0.6196               1181.9273          12.73                          27.37                          25.46                          34.44                         
alma_preta-2023                0.6192               108.3688           1.63                           40.62                          29.85                          27.90                         
baltimorebrew-2023             0.6191               438.9592           13.73                          32.95                          18.24                          35.09                         
dallasnews-2023                0.6185               96.8341            12.19                          22.60                          34.79                          30.42                         
sacbee_news-2023               0.6180               705.7614           1.22                           40.37                          26.69                          31.72                         
protocol-2023                  0.6173               108.8903           0.00                           24.38                          50.89                          24.73                         
fla_pol-2023                   0.6172               1285.0242          13.16                          13.56                          47.93                          25.35                         
eyethunewskzn-2023             0.6167               526.3586           18.62                          18.91                          20.34                          42.13                         
lemonde_en-2023                0.6160               1195.4092          12.58                          27.62                          16.99                          42.82                         
oann-2023                      0.6157               141.9311           30.47                          9.10                           16.79                          43.63                         
people-2023                    0.6153               790.7538           7.42                           29.75                          28.57                          34.25                         
startribune-2023               0.6152               1226.4641          18.16                          18.98                          19.75                          43.11                         
ft-2023                        0.6148               313.2959           14.94                          20.98                          30.85                          33.23                         
theblock__-2023                0.6147               289.7550           0.79                           42.53                          22.13                          34.55                         
dagbladet-2023                 0.6144               687.7794           15.94                          16.31                          35.11                          32.65                         
pitchfork-2023                 0.6135               322.2539           4.88                           37.09                          30.93                          27.10                         
grist-2023                     0.6134               714.2588           5.42                           34.29                          28.15                          32.14                         
inewsource-2023                0.6129               122.9511           10.40                          27.62                          22.72                          39.26                         
pagesix-2023                   0.6128               720.7791           2.38                           47.13                          12.39                          38.10                         
baynature-2023                 0.6124               215.4096           16.39                          34.99                          12.07                          36.55                         
spotlight4dc-2023              0.6122               207.1786           25.92                          23.99                          0.00                           50.09                         
rtenews-2023                   0.6111               521.8370           10.30                          16.67                          42.55                          30.48                         
icijorg-2023                   0.6102               276.6632           4.35                           29.65                          34.07                          31.93                         
romenewstribune-2023           0.6078               946.7923           1.33                           33.46                          37.00                          28.21                         
codaily-2023                   0.6075               320.1316           10.95                          27.13                          27.54                          34.39                         
nro-2023                       0.6064               762.6555           22.25                          15.98                          13.98                          47.78                         
eltiempo-2023                  0.6050               1434.2007          12.99                          29.91                          19.47                          37.64                         
civilbeat-2023                 0.6050               532.7012           4.17                           24.53                          38.68                          32.62                         
lookoutscruz-2023              0.6047               101.2770           10.53                          17.46                          38.45                          33.57                         
worldnetdaily-2023             0.6045               2560.3723          14.25                          23.02                          20.31                          42.42                         
torrentfreak-2023              0.6044               167.2035           33.15                          14.05                          8.40                           44.40                         
platformer-2023                0.6042               320.1036           7.96                           17.76                          40.74                          33.55                         
wrblnews3-2023                 0.6036               1226.5916          1.57                           34.43                          36.53                          27.48                         
lasvegassun-2023               0.6033               237.5553           16.89                          19.67                          22.10                          41.34                         
revistaistoe-2023              0.6029               185.9504           28.58                          6.46                           17.05                          47.91                         
cpublicpress-2023              0.6020               560.7887           22.81                          17.23                          12.43                          47.53                         
abc7breaking-2023              0.6020               560.2881           4.39                           20.22                          52.97                          22.42                         
politifact-2023                0.6017               568.2745           0.00                           32.58                          38.17                          29.25                         
rollcall-2023                  0.6013               425.3919           0.00                           7.37                           78.99                          13.64                         
infoamazoniabr-2023            0.6004               374.4349           8.40                           35.33                          13.09                          43.18                         
sdut-2023                      0.5997               779.5386           12.90                          16.18                          35.95                          34.97                         
mstodaynews-2023               0.5997               526.5865           2.06                           36.76                          26.79                          34.39                         
midnight_sun_ak-2023           0.5992               148.2865           8.12                           21.07                          33.06                          37.75                         
occrp-2023                     0.5983               267.0269           0.86                           34.95                          33.78                          30.41                         
vulture-2023                   0.5976               834.7999           2.37                           30.08                          34.10                          33.45                         
jerusalem_post-2023            0.5973               1007.3105          7.10                           17.93                          42.49                          32.47                         
thenewmexican-2023             0.5972               716.2819           9.25                           8.07                           51.10                          31.58                         
dailyyonder-2023               0.5972               579.8499           6.40                           29.84                          25.40                          38.36                         
dronedj-2023                   0.5959               271.8439           13.94                          23.87                          27.74                          34.45                         
ntdaily-2023                   0.5950               395.2174           25.33                          5.11                           14.20                          55.35                         
ncronline-2023                 0.5946               662.2205           9.69                           29.97                          17.45                          42.88                         
thetriibe-2023                 0.5937               169.4182           0.00                           35.33                          22.90                          41.77                         
g1-2023                        0.5934               1187.8057          23.97                          9.70                           12.62                          53.70                         
100reporters-2023              0.5932               161.9573           47.14                          0.00                           0.00                           52.86                         
getfandom-2023                 0.5925               229.4863           0.00                           47.77                          19.62                          32.60                         
thejaxtrib-2023                0.5923               381.4301           9.41                           12.88                          42.45                          35.26                         
appalachia100-2023             0.5911               671.4312           11.28                          15.74                          33.93                          39.05                         
lavozdegalicia-2023            0.5909               1423.6696          8.04                           18.93                          35.92                          37.12                         
theappeal-2023                 0.5900               698.5314           7.93                           20.54                          26.86                          44.66                         
miamiherald-2023               0.5899               999.7442           5.06                           35.55                          13.65                          45.74                         
jacksonholenews-2023           0.5895               663.5987           18.66                          10.51                          24.81                          46.01                         
voiceofoc-2023                 0.5894               513.2781           11.79                          20.61                          22.58                          45.03                         
dn_no-2023                     0.5894               768.3711           5.67                           26.70                          29.66                          37.97                         
thebafflermag-2023             0.5876               159.4588           8.20                           8.40                           60.76                          22.64                         
tpm-2023                       0.5875               369.5003           12.50                          31.05                          14.01                          42.44                         
inthesetimesmag-2023           0.5868               273.4266           0.00                           31.15                          37.58                          31.27                         
guardian-2023                  0.5867               1431.0779          10.97                          15.49                          31.84                          41.69                         
arktimes-2023                  0.5864               726.1066           13.20                          20.61                          20.31                          45.88                         
kcrw-2023                      0.5854               771.2012           12.19                          22.10                          17.07                          48.64                         
mmfa-2023                      0.5848               348.8805           12.97                          20.57                          17.27                          49.20                         
baltimoremag-2023              0.5843               545.6693           18.28                          7.91                           23.10                          50.72                         
scotusblog-2023                0.5839               291.1285           13.10                          18.79                          27.10                          41.01                         
kystandard-2023                0.5829               690.2850           0.00                           38.88                          29.95                          31.17                         
arkbusiness-2023               0.5829               293.4205           8.57                           12.86                          43.17                          35.40                         
humanevents-2023               0.5819               352.3317           4.26                           0.99                           76.13                          18.62                         
newsminer-2023                 0.5813               619.3691           7.15                           18.77                          40.10                          33.97                         
opensecretsdc-2023             0.5811               117.2357           10.42                          30.99                          22.61                          35.99                         
rt_com-2023                    0.5795               793.1698           0.25                           18.58                          55.91                          25.26                         
rollingstone-2023              0.5795               687.9053           0.12                           33.44                          28.14                          38.30                         
mlnow-2023                     0.5783               323.5772           16.61                          9.03                           29.34                          45.02                         
techmeme-2023                  0.5777               1099.6811          7.23                           17.65                          40.48                          34.65                         
prismreports-2023              0.5770               376.1153           8.05                           24.27                          24.07                          43.61                         
politico-2023                  0.5768               412.4202           7.66                           22.68                          31.27                          38.39                         
themendovoice-2023             0.5763               507.0198           7.83                           21.64                          29.48                          41.05                         
kark4news-2023                 0.5749               1028.0884          1.46                           21.62                          39.10                          37.83                         
comissourian-2023              0.5740               689.2292           4.22                           18.11                          45.30                          32.37                         
kcdefender-2023                0.5740               202.0820           0.00                           35.56                          26.40                          38.04                         
komunews-2023                  0.5732               423.9956           14.01                          12.62                          31.80                          41.56                         
avlwatchdog-2023               0.5731               449.7162           0.18                           29.99                          35.96                          33.88                         
aviationnews-2023              0.5726               819.5395           13.94                          18.23                          20.95                          46.88                         
sjspotlight-2023               0.5721               173.6572           20.84                          14.16                          17.63                          47.37                         
pulitzercenter-2023            0.5717               98.8151            30.29                          1.77                           9.64                           58.30                         
punchbowlnews-2023             0.5714               14.8196            0.00                           0.00                           100.00                         0.00                          
neheadlines-2023               0.5714               641.5258           11.51                          12.15                          32.92                          43.42                         
lemondefr-2023                 0.5710               2060.3865          7.68                           19.15                          27.22                          45.95                         
cpipr-2023                     0.5701               778.7069           1.71                           30.41                          21.24                          46.64                         
alreporter-2023                0.5700               559.9718           6.20                           5.12                           64.42                          24.26                         
lastampa-2023                  0.5687               3003.3270          5.14                           26.15                          23.21                          45.50                         
wtenews-2023                   0.5685               1277.2585          4.52                           26.53                          28.13                          40.82                         
theriotimes-2023               0.5678               1024.2252          25.90                          6.43                           9.94                           57.72                         
ottumwacourier-2023            0.5671               968.0444           10.90                          17.42                          26.51                          45.17                         
sltrib-2023                    0.5667               618.0201           21.30                          15.04                          17.71                          45.96                         
latimes-2023                   0.5662               573.9010           12.45                          14.26                          29.36                          43.93                         
dagsavisen-2023                0.5645               954.4683           21.86                          7.18                           10.28                          60.68                         
thetorontosun-2023             0.5641               801.9566           8.79                           24.86                          13.14                          53.20                         
macrumors-2023                 0.5610               152.0334           4.79                           21.75                          44.79                          28.67                         
sbnation-2023                  0.5608               792.2149           8.72                           21.01                          20.96                          49.31                         
npr-2023                       0.5586               347.6330           1.20                           26.46                          27.94                          44.41                         
peninsupress-2023              0.5579               177.0385           0.00                           36.10                          7.39                           56.51                         
littlevillage-2023             0.5578               319.3457           5.07                           16.40                          37.12                          41.41                         
gfherald-2023                  0.5575               156.8326           8.59                           9.11                           40.88                          41.42                         
miwisconsin-2023               0.5574               691.2527           0.72                           11.58                          66.73                          20.97                         
elmundoes-2023                 0.5560               1094.1798          8.38                           21.40                          18.10                          52.12                         
eenewsupdates-2023             0.5558               106.3428           0.00                           0.00                           75.89                          24.11                         
perfilcom-2023                 0.5509               1920.5789          1.75                           16.52                          37.83                          43.90                         
wvgazettemail-2023             0.5508               667.7850           0.61                           24.25                          43.51                          31.64                         
ap-2023                        0.5505               1331.2321          31.45                          4.74                           5.53                           58.28                         
atlciviccircle-2023            0.5502               185.4028           8.73                           22.25                          13.29                          55.72                         
the74-2023                     0.5499               829.5442           16.21                          4.34                           19.72                          59.72                         
devilslakenews-2023            0.5493               226.5652           22.28                          14.44                          12.72                          50.56                         
wsbtv-2023                     0.5480               505.3754           8.83                           9.67                           33.10                          48.41                         
el_pais-2023                   0.5476               1090.1373          4.41                           11.34                          39.02                          45.24                         
baltfishbowl-2023              0.5471               662.7752           4.50                           26.76                          17.67                          51.07                         
ctmirror-2023                  0.5468               451.0678           4.44                           20.26                          28.06                          47.24                         
phoenixluc-2023                0.5468               21.3297            4.06                           10.95                          45.22                          39.77                         
progressoms-2023               0.5458               477.9342           7.48                           17.58                          17.05                          57.90                         
jornaldobrasil-2023            0.5449               479.6849           7.12                           16.63                          31.23                          45.03                         
mtfreepress-2023               0.5431               300.7728           19.67                          11.34                          9.68                           59.31                         
tiftongazette1-2023            0.5428               782.8492           7.64                           14.95                          32.12                          45.29                         
theintercept-2023              0.5420               418.1437           29.00                          2.91                           3.05                           65.05                         
jacobin-2023                   0.5420               420.8768           1.93                           24.86                          25.61                          47.60                         
washtimes-2023                 0.5418               674.6521           8.38                           17.05                          24.09                          50.48                         
suntimes-2023                  0.5415               566.8667           12.48                          10.34                          23.10                          54.08                         
repubblica-2023                0.5405               3771.1104          1.06                           25.76                          23.27                          49.90                         
lagrangenews-2023              0.5405               420.5910           0.99                           25.87                          17.54                          55.60                         
irishexaminer-2023             0.5398               100.7754           3.66                           17.97                          30.57                          47.80                         
thephilacitizen-2023           0.5393               103.1834           6.69                           22.89                          32.26                          38.16                         
cqnow-2023                     0.5387               54.5065            20.58                          10.46                          13.35                          55.61                         
bcn_foundation-2023            0.5385               1198.0483          3.66                           16.47                          32.54                          47.33                         
studyfindsorg-2023             0.5380               126.2370           9.06                           17.41                          22.74                          50.79                         
abqjournal-2023                0.5379               388.2773           8.02                           9.89                           32.48                          49.61                         
reporte_indigo-2023            0.5374               629.5920           9.21                           12.18                          28.46                          50.15                         
thecut-2023                    0.5374               884.1681           0.00                           28.50                          22.33                          49.17                         
bgdailynews-2023               0.5367               651.7404           1.63                           21.62                          29.22                          47.53                         
discovery-2023                 0.5359               126.6375           0.00                           0.00                           68.75                          31.25                         
cookpolitical-2023             0.5352               82.2286            0.00                           23.68                          21.64                          54.68                         
marylandmatters-2023           0.5351               312.9969           2.73                           13.12                          34.54                          49.61                         
thecityny-2023                 0.5349               236.7932           8.75                           13.89                          21.52                          55.84                         
ainonline-2023                 0.5346               307.9957           6.28                           24.64                          10.82                          58.26                         
cjr-2023                       0.5342               119.5082           12.45                          5.49                           42.51                          39.55                         
sltimes-2023                   0.5342               369.9318           32.78                          2.28                           2.83                           62.12                         
toacornnews-2023               0.5335               605.5756           21.00                          11.88                          13.67                          53.45                         
strikewave-2023                0.5333               8.9970             0.00                           0.00                           100.00                         0.00                          
cnn-2023                       0.5313               1228.7842          10.28                          12.05                          17.25                          60.43                         
ilanganewspaper-2023           0.5311               116.4388           22.35                          16.23                          3.77                           57.65                         
pittsburghpg-2023              0.5297               2942.0981          6.81                           15.65                          21.78                          55.76                         
reviewjournal-2023             0.5296               436.1577           10.78                          6.80                           25.36                          57.06                         
thenation-2023                 0.5285               96.6183            7.77                           7.51                           32.15                          52.57                         
cnsmd-2023                     0.5280               548.5212           4.51                           23.66                          20.82                          51.02                         
